Function,Method,ISE,RMSE,Boundary RMSE,Time
Smooth periodic,Local linear,0.002290438837472249,0.04785852941192666,0.03931362866300397,0.0035951000008935807
Smooth periodic,Local quadratic,0.0009636072363767993,0.031042023715872637,0.024572558606907456,0.0038930999999138294
Smooth periodic,B-spline,0.0009630314299258896,0.031032747701837324,0.03422556764875917,0.0007964000014908379
Smooth periodic,Smoothing spline,0.005446654524875139,0.07380145340625169,0.09399841195735234,6.910000047355425e-05
Smooth periodic,Linear,0.20025667176688897,0.4475004712476725,0.6282357142863025,0.000398000000132015
Smooth periodic,Polynomial,0.00520186255807625,0.07212393886967246,0.08190165735240554,0.000623500000074273
Smooth periodic,Nadaraya-Watson,0.0032655076497176694,0.05714462047925132,0.09526094023872467,0.00022339999850373715
Smooth periodic,Local linear,0.001539518611232604,0.03923669980047512,0.0420376106292007,0.003605500000048778
Smooth periodic,Local quadratic,0.0008798565034235142,0.029662375215473123,0.03651396947318498,0.0038997000010567717
Smooth periodic,B-spline,0.0008820354337043459,0.029699081361287016,0.0408337813158146,0.0007954000011523021
Smooth periodic,Smoothing spline,0.005201862558076153,0.07212393886967179,0.08190165735240607,8.499999967170879e-05
Smooth periodic,Linear,0.2005959381790586,0.4478793790509434,0.5822265710124205,0.00037799999881826807
Smooth periodic,Polynomial,0.00531503269034228,0.0729042707277309,0.07368804962417272,0.0006732000001647975
Smooth periodic,Nadaraya-Watson,0.005155743306392582,0.07180350483362621,0.1140820779343733,0.00021349999951780774
Smooth periodic,Local linear,0.002840405233535293,0.0532954522781756,0.056469900473137255,0.003611200001614634
Smooth periodic,Local quadratic,0.0018152715615750246,0.0426060038207648,0.04725231833358808,0.0038650999995297752
Smooth periodic,B-spline,0.0018052835286412527,0.04248862822734164,0.057691897283597963,0.0007815999997546896
Smooth periodic,Smoothing spline,0.005315032690342265,0.0729042707277308,0.07368804962417531,6.609999945794698e-05
Smooth periodic,Linear,0.2092222187582913,0.4574081533579078,0.7441470850952057,0.00037179999890213367
Smooth periodic,Polynomial,0.0052458186316069935,0.07242802380023214,0.11236126941552585,0.000621000001046923
Smooth periodic,Nadaraya-Watson,0.002320398086596847,0.04817051054947256,0.07508695082232839,0.0002213000007031951
Smooth periodic,Local linear,0.0021094051074384912,0.04592826044428954,0.07252531167840848,0.0035771999991993653
Smooth periodic,Local quadratic,0.001404082210319044,0.03747108498988312,0.05821859456884265,0.0038948000001255423
Smooth periodic,B-spline,0.0020923577184413593,0.04574229682079114,0.06997089834392219,0.0008213000000978354
Smooth periodic,Smoothing spline,0.0052458186316065615,0.07242802380022915,0.11236126941552228,6.609999945794698e-05
Smooth periodic,Linear,0.2001804529762177,0.4474153025726967,0.5942017205580913,0.0004092999988642987
Smooth periodic,Polynomial,0.006465243853754766,0.0804067401015286,0.11614060818430892,0.0006162999998196028
Smooth periodic,Nadaraya-Watson,0.004679530185579391,0.06840709163222326,0.0738415064961662,0.00023220000002766028
Smooth periodic,Local linear,0.0038533939583618466,0.06207571150105206,0.06236286771053576,0.003610300000218558
Smooth periodic,Local quadratic,0.0035952457893200273,0.05996036848886127,0.061490443403116504,0.0038831000001664506
Smooth periodic,B-spline,0.0027205950916982936,0.05215932411082695,0.05505973599304564,0.0008218999992095632
Smooth periodic,Smoothing spline,0.0064652438537544646,0.08040674010152672,0.11614060818430312,6.579999899258837e-05
Smooth periodic,Linear,0.20118648285613575,0.44853816209564124,0.6523824356677101,0.00037169999995967373
Smooth periodic,Polynomial,0.0050874855186257475,0.07132661157398232,0.08989890014844323,0.0006226999994396465
Smooth periodic,Nadaraya-Watson,0.003823107509039762,0.06183128260872292,0.10869440850144653,0.00022140000146464445
Smooth periodic,Local linear,0.0015163379335859915,0.03894018404663737,0.03541762597409151,0.0035802999991574325
Smooth periodic,Local quadratic,0.0014061754336154105,0.03749900576835885,0.04226619703178042,0.0038615000012214296
Smooth periodic,B-spline,0.0015515753075991381,0.03939004071588576,0.03582854036241834,0.0008015999992494471
Smooth periodic,Smoothing spline,0.00508748551862576,0.0713266115739824,0.08989890014844401,6.67000003886642e-05
Smooth periodic,Linear,0.20054876146324613,0.4478267091892199,0.5710259929253636,0.0003712999987328658
Smooth periodic,Polynomial,0.004843911374063273,0.0695982138712142,0.0951528921873595,0.0006228000002010958
Smooth periodic,Nadaraya-Watson,0.0022104686977413254,0.04701562184786377,0.07492611393361197,0.00022540000099979807
Smooth periodic,Local linear,0.0018530096481989616,0.04304659856712214,0.0246858758035057,0.0035806000014417805
Smooth periodic,Local quadratic,0.0006715203964118635,0.025913710587483676,0.02679552331779792,0.0038650000005873153
Smooth periodic,B-spline,0.00029157685976876133,0.01707562179742692,0.018522692469754007,0.0007783000000927132
Smooth periodic,Smoothing spline,0.004843911374063168,0.06959821387121344,0.0951528921873604,8.549999984097667e-05
Smooth periodic,Linear,0.20359286975545965,0.451212665774643,0.6667829474788262,0.0003699000008055009
Smooth periodic,Polynomial,0.005362440959040891,0.07322868945325248,0.07809286041111732,0.0006492000011348864
Smooth periodic,Nadaraya-Watson,0.004847713063473005,0.06962552020253066,0.10876347643853035,0.00021120000019436702
Smooth periodic,Local linear,0.002306549887745874,0.04802655398574703,0.032021750128343,0.003739300000233925
Smooth periodic,Local quadratic,0.0017535726950617331,0.04187568142802853,0.041098536584951884,0.003865300001052674
Smooth periodic,B-spline,0.001474107035830281,0.038394101576027025,0.03632137148895227,0.0008123999996314524
Smooth periodic,Smoothing spline,0.00536244095904108,0.07322868945325377,0.07809286041111814,7.03999994584592e-05
Smooth periodic,Linear,0.20072677364638586,0.44802541629508685,0.6311511650016711,0.0003620999996201135
Smooth periodic,Polynomial,0.004759483313077025,0.0689890086396161,0.08028655763887119,0.0007663999986107228
Smooth periodic,Nadaraya-Watson,0.003496085245033298,0.05912770285604962,0.09268072843470146,0.00020309999854362104
Smooth periodic,Local linear,0.001681306647545604,0.04100373943368585,0.03628325928710056,0.0036000000000058208
Smooth periodic,Local quadratic,0.0009623263642684839,0.03102138559556107,0.031236576292306115,0.0038598000010097167
Smooth periodic,B-spline,0.0007550469255639252,0.02747811721286459,0.04166030015194005,0.0007745000002614688
Smooth periodic,Smoothing spline,0.0047594833130770245,0.0689890086396161,0.0802865576388716,6.70000008540228e-05
Smooth periodic,Linear,0.20046727843980652,0.44773572388162924,0.5756416897056011,0.0003798000016104197
Smooth periodic,Polynomial,0.004930361482831771,0.0702165328311771,0.07819493362752036,0.0006130999991000863
Smooth periodic,Nadaraya-Watson,0.004609075896405543,0.06789017525684805,0.11453450437567292,0.00024300000040966552
Smooth periodic,Local linear,0.0015255005535170349,0.039057656784771855,0.05019633742543463,0.0035707999995793216
Smooth periodic,Local quadratic,0.0009727146429648232,0.031188373522273057,0.04474050474129446,0.0037659999998140847
Smooth periodic,B-spline,0.0007238533196797394,0.026904522290494944,0.04602525358014121,0.00080329999946116
Smooth periodic,Smoothing spline,0.004930361482831705,0.07021653283117663,0.0781949336275206,6.509999911941122e-05
Smooth periodic,Linear,0.20030220722378622,0.4475513459076916,0.6209144300801175,0.0003618000009737443
Smooth periodic,Polynomial,0.008005422176821576,0.08947302485566014,0.16397473404190624,0.0006445999988500262
Smooth periodic,Nadaraya-Watson,0.002370510978742142,0.048687893554169526,0.06328483609415313,0.00020899999981338624
Smooth periodic,Local linear,0.0038420015861388873,0.0619838816640172,0.11128413276133528,0.0037760999985039234
Smooth periodic,Local quadratic,0.003127517644844842,0.05592421340389905,0.10202562597702386,0.003911800000423682
Smooth periodic,B-spline,0.0029124164886489743,0.05396680913903447,0.09879187876500957,0.0007974000000103842
Smooth periodic,Smoothing spline,0.00800542217682148,0.0894730248556596,0.1639747340419021,6.580000081157777e-05
Smooth periodic,Linear,0.20280906276945537,0.4503432721485416,0.6779712948659359,0.0003296999984740978
Smooth periodic,Polynomial,0.004839538200864858,0.06956678949660433,0.0884489992976954,0.0006173999991005985
Smooth periodic,Nadaraya-Watson,0.00334211552686177,0.05781103291640593,0.09985968182796506,0.00022050000006856862
Smooth periodic,Local linear,0.0020287730022174547,0.0450419027375338,0.07585130458021463,0.0036325000000942964
Smooth periodic,Local quadratic,0.001254756735849835,0.035422545586812855,0.0648952004427426,0.0038241000002017245
Smooth periodic,B-spline,0.0009809679014113,0.03132040710800707,0.05555721972546273,0.000813900000139256
Smooth periodic,Smoothing spline,0.00483953820086492,0.06956678949660478,0.08844899929769698,6.709999979648273e-05
Smooth periodic,Linear,0.2031016131733909,0.4506679633315318,0.5889901563218025,0.0004059000002598623
Smooth periodic,Polynomial,0.00562068394779267,0.07497122079700097,0.113598079656494,0.0006264000003284309
Smooth periodic,Nadaraya-Watson,0.0034283416508829935,0.05855204224348621,0.04680959900602085,0.00022910000006959308
Smooth periodic,Local linear,0.0031245967069057257,0.0558980921580131,0.05071316551605563,0.0035813000013149576
Smooth periodic,Local quadratic,0.0016118247580914184,0.04014753738514255,0.046318404284702346,0.003788299998632283
Smooth periodic,B-spline,0.0016323806287842008,0.040402730461989826,0.0479973504315539,0.0007826000000932254
Smooth periodic,Smoothing spline,0.005620683947792786,0.07497122079700173,0.11359807965649582,6.84000006003771e-05
Smooth periodic,Linear,0.20133660129519274,0.44870547277160855,0.6584042042987868,0.0003754999997909181
Smooth periodic,Polynomial,0.0059022405184557935,0.07682604062722348,0.12015937237864432,0.0006154999991849763
Smooth periodic,Nadaraya-Watson,0.004269916913318127,0.06534460125609558,0.111338177075542,0.00023580000015499536
Smooth periodic,Local linear,0.0029208828020632553,0.05404519221969014,0.0703614582589491,0.0035734000011871103
Smooth periodic,Local quadratic,0.0014164552128640463,0.03763582353109928,0.05939040011290816,0.003847799998766277
Smooth periodic,B-spline,0.001860805720322102,0.043137057390625316,0.06265969335717153,0.0008170999990397831
Smooth periodic,Smoothing spline,0.005902240518455791,0.07682604062722347,0.12015937237864191,6.659999962721486e-05
Smooth periodic,Linear,0.20178553931413792,0.44920545334416623,0.6209434354696094,0.00040499999886378646
Smooth periodic,Polynomial,0.004891633364668608,0.06994021278684108,0.08805256949511121,0.0006684999989374774
Smooth periodic,Nadaraya-Watson,0.0035129578310970615,0.05927021031763816,0.08602544372280217,0.00023949999922479037
Smooth periodic,Local linear,0.0011826218357258468,0.03438926919441364,0.037149252147679376,0.0036665999996330356
Smooth periodic,Local quadratic,0.0005850430332176522,0.024187662830824564,0.033111044772628044,0.0038715000009688083
Smooth periodic,B-spline,0.0010339189500641736,0.03215461009037699,0.04950383040699692,0.0007913999997981591
Smooth periodic,Smoothing spline,0.004891633364668719,0.06994021278684187,0.08805256949511076,6.539999958476983e-05
Smooth periodic,Linear,0.20026428915341307,0.447508982204171,0.6225636387722734,0.000375900001017726
Smooth periodic,Polynomial,0.005117784371273538,0.0715386914283001,0.0958483360904527,0.0006178999992698664
Smooth periodic,Nadaraya-Watson,0.002022911022119523,0.04497678314552435,0.07569286379951472,0.00020940000104019418
Smooth periodic,Local linear,0.0014529937540600872,0.03811815517650464,0.017965211030232957,0.0036099999997531995
Smooth periodic,Local quadratic,0.0011172242430983858,0.03342490453387094,0.03810114514998624,0.0038599999988946365
Smooth periodic,B-spline,0.0013061943263875022,0.0361413105239351,0.031246355889817053,0.0008125000003929017
Smooth periodic,Smoothing spline,0.005117784371273601,0.07153869142830054,0.09584833609045376,6.969999958528206e-05
Smooth periodic,Linear,0.20427287637939995,0.4519655699048324,0.7023020738360012,0.00044320000051811803
Smooth periodic,Polynomial,0.005575762830732542,0.0746710307330262,0.12236722888914808,0.0006439000007958384
Smooth periodic,Nadaraya-Watson,0.0029668697470999266,0.05446897967742673,0.08926963756174384,0.0002119999990100041
Smooth periodic,Local linear,0.0026523173671921386,0.05150065404625594,0.03472019409730437,0.0036881999985780567
Smooth periodic,Local quadratic,0.0014595035230321718,0.03820344909863731,0.03934920868133384,0.0038782999999966705
Smooth periodic,B-spline,0.000684308347406471,0.026159287975907736,0.029736881072332598,0.0007894999998825369
Smooth periodic,Smoothing spline,0.005575762830732595,0.07467103073302654,0.12236722888914872,7.9100000220933e-05
Smooth periodic,Linear,0.20574302728884591,0.4535890511121779,0.7100987412094643,0.000357599999915692
Smooth periodic,Polynomial,0.006018040192375235,0.07757602846482434,0.12978554193558006,0.0006728999996994389
Smooth periodic,Nadaraya-Watson,0.004499706294218383,0.06707985013562853,0.13452089585895238,0.000227999998969608
Smooth periodic,Local linear,0.001573345394563558,0.0396654181191067,0.07491207777022475,0.0036087000007682946
Smooth periodic,Local quadratic,0.001364721606360177,0.03694213862732066,0.06884225498610134,0.003912099999070051
Smooth periodic,B-spline,0.0016337795650209702,0.040420039151650634,0.06478832177102313,0.0008035000009840587
Smooth periodic,Smoothing spline,0.006018040192375132,0.07757602846482367,0.12978554193558042,6.56000011076685e-05
Smooth periodic,Linear,0.20088428263329883,0.4482011631324698,0.6484811841980519,0.0003701999994518701
Smooth periodic,Polynomial,0.004791249165247294,0.06921884978275278,0.09907755252283158,0.0006306000013864832
Smooth periodic,Nadaraya-Watson,0.001725410595531921,0.04153806200982325,0.07943385284513468,0.00020849999964411836
Smooth periodic,Local linear,0.0005020469529268047,0.02240640428374898,0.02610302514599743,0.003612099999372731
Smooth periodic,Local quadratic,0.0003573143358432856,0.018902760005969646,0.029607810655189012,0.003855400000247755
Smooth periodic,B-spline,0.0002340990557890894,0.015300295937957847,0.018917016731819582,0.0007976000015332829
Smooth periodic,Smoothing spline,0.004791249165247314,0.06921884978275292,0.09907755252283251,6.629999916185625e-05
Smooth periodic,Linear,0.20073297485699634,0.4480323368429966,0.6217956595719178,0.00038550000135728624
Smooth periodic,Polynomial,0.005183489095008404,0.07199645196124879,0.09989163322376463,0.0006358000009640818
Smooth periodic,Nadaraya-Watson,0.0020496849034409466,0.04527344589757827,0.08008545293805874,0.00022000000171829015
Smooth periodic,Local linear,0.0011524257219334793,0.03394739639403115,0.04401523499538119,0.0035877999998774612
Smooth periodic,Local quadratic,0.000788984141701902,0.02808886152377668,0.044698824243503806,0.0038764999990235083
